,handle,solvedCount,class,tier,ratingByProblemsSum,university
7747,dab2ny,411,3,14,1016,성균관대학교
7748,greeting_man,195,3,14,1060,성균관대학교
7749,kyuhunsim,344,3,14,1024,성균관대학교
7750,ksanghun10,138,3,14,1076,성균관대학교
7751,wlsdnjs273,246,4,14,979,성균관대학교
7752,jjpark57,203,4,14,988,성균관대학교
7753,ajhkim1208,325,3,13,1007,성균관대학교
7754,lhm7198,139,3,13,1054,성균관대학교
7755,nicedavid98,261,3,13,1009,성균관대학교
7756,hansme,160,0,13,1138,성균관대학교
7757,tkdrjs1227,228,3,13,1016,성균관대학교
7758,gksgusxkr,520,3,13,968,성균관대학교
7759,yjs9495,235,3,13,1009,성균관대학교
7760,rotmdehf,188,2,13,1071,성균관대학교
7761,crookid,215,3,13,1012,성균관대학교
7762,minjae020520,171,4,13,976,성균관대학교
7763,matt2012,234,2,13,1054,성균관대학교
7764,sundae19,292,4,13,940,성균관대학교
7765,hdohe0113,278,3,13,991,성균관대학교
7766,iopell2007,299,3,13,982,성균관대학교
7767,jaeyeolchoi,182,3,13,1012,성균관대학교
7768,haan823,162,2,13,1058,성균관대학교
7769,shinjawkwang,196,3,13,995,성균관대학교
7770,gms5560,262,3,13,975,성균관대학교
7771,powdragon1,919,2,13,978,성균관대학교
7772,coder3,250,1,13,1049,성균관대학교
7773,qkrcksgur38,286,4,13,911,성균관대학교
7774,ehqht,191,3,13,984,성균관대학교
7775,mavro7910,302,3,13,956,성균관대학교
7776,zzunny97,267,3,13,963,성균관대학교
7777,sharksheep,131,0,13,1106,성균관대학교
7778,lisa1072,134,1,13,1078,성균관대학교
7779,llimjihye,148,1,13,1072,성균관대학교
7780,seng,192,4,13,931,성균관대학교
7781,amam555,113,3,13,1012,성균관대학교
7782,abdbscd2,214,3,13,971,성균관대학교
7783,heelun8525,225,2,13,1018,성균관대학교
7784,minseok00,240,2,13,1013,성균관대학교
7785,asw3521,226,3,13,960,성균관대학교
7786,kim0406jw,123,0,13,1097,성균관대학교
7787,plox,220,3,13,960,성균관대학교
7788,wndtjs101,103,0,13,1104,성균관대학교
7789,alwayscoding,273,3,13,942,성균관대학교
7790,naranhi,453,4,13,865,성균관대학교
7791,quarter814,1193,3,13,896,성균관대학교
7792,rlawlsdnr006,126,4,13,939,성균관대학교
7793,oizys18,122,3,13,985,성균관대학교
7794,duru_mi,250,3,13,937,성균관대학교
7795,jakeehoson,175,4,13,905,성균관대학교
7796,sayper,229,3,13,935,성균관대학교
7797,5kyoungs,192,1,13,1019,성균관대학교
7798,tlqwkrk4471,261,3,13,922,성균관대학교
7799,goonbamm,198,2,13,987,성균관대학교
7800,aqa,239,3,13,923,성균관대학교
7801,jwlee508,167,0,13,1045,성균관대학교
7802,hybae430,214,2,13,977,성균관대학교
7803,janghyun0402,116,3,13,964,성균관대학교
7804,bill0305,175,3,13,936,성균관대학교
7805,ynnjn,122,3,13,955,성균관대학교
7806,joonkeekim,157,1,13,1013,성균관대학교
7807,k99hoon,282,3,13,900,성균관대학교
7808,tjd1024,161,2,13,985,성균관대학교
7809,treesheep,102,0,13,1062,성균관대학교
7810,mk5436,207,4,13,864,성균관대학교
7811,kbn2778,172,3,13,923,성균관대학교
7812,pjw971022,71,5,13,872,성균관대학교
7813,wjdwlsdndpp,250,2,13,947,성균관대학교
7814,jun02727,212,3,13,905,성균관대학교
7815,dhtpgns17101,167,2,13,970,성균관대학교
7816,pgu1027,550,3,13,855,성균관대학교
7817,gun0317,144,3,13,917,성균관대학교
7818,hsko0926,176,1,13,979,성균관대학교
7819,ics9876,195,3,13,898,성균관대학교
7820,chosami,126,3,13,919,성균관대학교
7821,lis301,176,1,12,970,성균관대학교
7822,sara9801,117,3,12,918,성균관대학교
7823,bin3994,244,2,12,918,성균관대학교
7824,moon0331,193,3,12,882,성균관대학교
7825,kangwogus,189,3,12,882,성균관대학교
7826,tndud2612,59,5,12,844,성균관대학교
7827,wegotthepower,211,3,12,872,성균관대학교
7828,1000daughter,336,3,12,841,성균관대학교
7829,icebox999,218,2,12,917,성균관대학교
7830,goodhyw,146,4,12,840,성균관대학교
7831,hanu,202,3,12,868,성균관대학교
7832,junebridge0903,201,3,12,867,성균관대학교
7833,cve_zeroday,276,3,12,842,성균관대학교
7834,yh1608,216,2,12,907,성균관대학교
7835,qpwoei12,383,2,12,872,성균관대학교
7836,ytjo11,92,0,12,1005,성균관대학교
7837,dasog,168,2,12,918,성균관대학교
7838,ske03005,96,0,12,999,성균관대학교
7839,ksmin1114,204,2,12,901,성균관대학교
7840,hecticlife,200,3,12,851,성균관대학교
7841,superbunny38,122,0,12,982,성균관대학교
7842,plu5ix,115,3,12,884,성균관대학교
7843,hoeo456,164,2,12,911,성균관대학교
7844,eshkim77,163,1,12,931,성균관대학교
7845,dlwnstjr1231,148,4,12,811,성균관대학교
7846,karlema,130,0,12,967,성균관대학교
7847,bellahj0323,90,0,12,986,성균관대학교
7848,cardano77,148,1,12,928,성균관대학교
7849,gwakbar,112,3,12,867,성균관대학교
7850,soo_s2,138,3,12,855,성균관대학교
7851,wh761,78,4,12,835,성균관대학교
7852,chan2,252,2,12,865,성균관대학교
7853,bjoh100,70,0,12,985,성균관대학교
7854,adaid,213,2,12,870,성균관대학교
7855,idpjs2000,160,2,12,883,성균관대학교
7856,111tkdgns,179,3,12,824,성균관대학교
7857,primarchan,130,0,12,938,성균관대학교
7858,hub0720,227,3,12,802,성균관대학교
7859,tjckdqo1,754,2,12,799,성균관대학교
7860,wlsdnr5033,143,1,12,896,성균관대학교
7861,amico98,149,4,12,768,성균관대학교
7862,jjh6081,149,3,12,818,성균관대학교
7863,harry960629,200,2,12,847,성균관대학교
7864,syt06180,105,0,12,936,성균관대학교
7865,sis3594,154,2,12,862,성균관대학교
7866,kbs2375,94,0,12,931,성균관대학교
7867,rachelie,155,2,12,851,성균관대학교
7868,vreez,1071,2,12,771,성균관대학교
7869,twa02189,125,2,12,863,성균관대학교
7870,febist,179,2,12,839,성균관대학교
7871,tlatldms,94,0,12,927,성균관대학교
7872,mpolicest,145,2,12,851,성균관대학교
7873,jsshim2001,152,2,12,847,성균관대학교
7874,tjdr1517,84,4,12,779,성균관대학교
7875,optimize21,172,2,12,832,성균관대학교
7876,haku,143,3,12,791,성균관대학교
7877,oiu7934,183,2,12,826,성균관대학교
7878,fortuna,216,1,12,839,성균관대학교
7879,thals7,143,3,12,789,성균관대학교
7880,parkjin21004,172,3,12,775,성균관대학교
7881,minki_kim,91,0,12,908,성균관대학교
7882,sungil9561,114,0,12,894,성균관대학교
7883,syb6245,142,1,12,856,성균관대학교
7884,bin000904,212,2,12,802,성균관대학교
7885,trckstr4422,108,2,12,844,성균관대학교
7886,1023du,180,2,12,812,성균관대학교
7887,bidulki,204,2,12,794,성균관대학교
7888,hsh200315,208,3,12,742,성균관대학교
7889,ljm9748,116,0,12,876,성균관대학교
7890,gudrhks2,96,0,12,883,성균관대학교
7891,skku16,135,2,11,813,성균관대학교
7892,hanbin96,193,2,11,790,성균관대학교
7893,ryudb00,220,2,11,778,성균관대학교
7894,sdf7575,151,1,11,824,성균관대학교
7895,boyskier,198,2,11,780,성균관대학교
7896,hursung1,157,3,11,742,성균관대학교
7897,ssunoo,151,3,11,741,성균관대학교
7898,zezekang,154,3,11,738,성균관대학교
7899,killop2000,126,0,11,847,성균관대학교
7900,2uwls1126,318,2,11,738,성균관대학교
7901,dndgus482,59,5,11,678,성균관대학교
7902,yj568,140,2,11,783,성균관대학교
7903,1106ksj,295,2,11,735,성균관대학교
7904,dd9s2,174,2,11,766,성균관대학교
7905,woqls2323,204,2,11,756,성균관대학교
7906,flyingchae,126,1,11,809,성균관대학교
7907,gosolim,273,2,11,736,성균관대학교
7908,guswh11,90,3,11,743,성균관대학교
7909,ttiger0114,79,3,11,750,성균관대학교
7910,ysh226,172,2,11,751,성균관대학교
7911,kija1234,95,0,11,834,성균관대학교
7912,khk0297,96,3,11,732,성균관대학교
7913,pgw0530,251,2,11,720,성균관대학교
7914,wndnjs1867,289,2,11,709,성균관대학교
7915,hunbag,164,1,11,763,성균관대학교
7916,ahe902,130,0,11,797,성균관대학교
7917,manchon126,105,0,11,807,성균관대학교
7918,nimod7890,91,0,11,815,성균관대학교
7919,wlsdyd0930,284,1,11,712,성균관대학교
7920,02hyeok,183,2,11,713,성균관대학교
7921,yhi990099,191,2,11,707,성균관대학교
7922,jinu703ho,142,3,11,675,성균관대학교
7923,depthfirst,80,0,11,802,성균관대학교
7924,illo_kr,159,2,11,709,성균관대학교
7925,chiheon2004,188,3,11,643,성균관대학교
7926,dlrhkdgh0144,130,3,11,666,성균관대학교
7927,yewon0742,109,0,11,774,성균관대학교
7928,jisoo0427,241,2,11,670,성균관대학교
7929,lavataste,80,0,11,785,성균관대학교
7930,wsws0314,190,2,11,684,성균관대학교
7931,codingzoa,65,0,11,785,성균관대학교
7932,samysh1347,91,2,11,717,성균관대학교
7933,cktjswp1105,137,2,11,691,성균관대학교
7934,pdtowctor,222,2,11,653,성균관대학교
7935,skkuljw,140,2,11,680,성균관대학교
7936,mn1265,77,0,11,761,성균관대학교
7937,v37794,82,0,11,757,성균관대학교
7938,misohn123123,129,3,11,632,성균관대학교
7939,nji6126,258,2,11,638,성균관대학교
7940,ryan1600,175,2,11,663,성균관대학교
7941,phw6301,150,2,11,671,성균관대학교
7942,dermond,120,1,11,708,성균관대학교
7943,yhjsoar,167,2,11,663,성균관대학교
7944,lsmbest,164,1,11,683,성균관대학교
7945,kwon04210,123,2,11,674,성균관대학교
7946,ableway98,134,1,10,687,성균관대학교
7947,wjddn5193,312,2,10,599,성균관대학교
7948,sjsjmine1,75,0,10,730,성균관대학교
7949,hsb6725,173,2,10,630,성균관대학교
7950,conquer,110,2,10,655,성균관대학교
7951,jony2000,149,2,10,634,성균관대학교
7952,328020,132,3,10,588,성균관대학교
7953,myris2,163,2,10,622,성균관대학교
7954,oakenmaker,103,1,10,669,성균관대학교
7955,rlaalswo9975,115,2,10,638,성균관대학교
7956,realyoungm,85,0,10,698,성균관대학교
7957,tlsdygks8,133,2,10,623,성균관대학교
7958,wjddn1997,473,2,10,547,성균관대학교
7959,doldam,169,1,10,630,성균관대학교
7960,youknowcode,137,2,10,616,성균관대학교
7961,hurpely,124,1,10,632,성균관대학교
7962,jy1277,104,1,10,636,성균관대학교
7963,misosunboy2,111,2,10,605,성균관대학교
7964,doggai10,81,0,10,670,성균관대학교
7965,kyujin0115,103,2,10,607,성균관대학교
7966,ayocado,85,0,10,666,성균관대학교
7967,kimjy9218,276,2,10,546,성균관대학교
7968,jaehoon0282,110,1,10,613,성균관대학교
7969,paul5456,89,0,10,645,성균관대학교
7970,bgg6450,139,2,10,568,성균관대학교
7971,lees101,91,1,10,614,성균관대학교
7972,simonbro,86,1,10,617,성균관대학교
7973,zzz8838,111,1,10,599,성균관대학교
7974,greenapple1017,149,1,10,581,성균관대학교
7975,syj0396,100,1,10,603,성균관대학교
7976,shjoo840,152,1,10,577,성균관대학교
7977,joonseo2012,122,2,10,561,성균관대학교
7978,juhee0924,124,2,10,559,성균관대학교
7979,brightj529,67,0,10,636,성균관대학교
7980,minho65,89,1,10,598,성균관대학교
7981,sj0628815,65,3,10,537,성균관대학교
7982,apapap1119,366,2,10,483,성균관대학교
7983,2001lbj,131,2,10,543,성균관대학교
7984,goat0129,218,2,10,503,성균관대학교
7985,rewolfnus0824,78,0,10,612,성균관대학교
7986,kisco01,115,2,10,540,성균관대학교
7987,ljw322,108,1,10,568,성균관대학교
7988,gmj03003,211,1,10,517,성균관대학교
7989,fprhqkrtk303,78,0,10,598,성균관대학교
7990,ssly1133,59,0,10,610,성균관대학교
7991,unte2002,132,2,10,518,성균관대학교
7992,jwan97,203,2,10,490,성균관대학교
7993,bansh123,50,0,9,610,성균관대학교
7994,yuchan,66,0,9,599,성균관대학교
7995,jglee0814,111,1,9,547,성균관대학교
7996,seokjun4321,146,2,9,503,성균관대학교
7997,sy3136,63,3,9,493,성균관대학교
7998,kanifiction,80,3,9,480,성균관대학교
7999,huj1024,116,2,9,509,성균관대학교
8000,loi107,157,1,9,516,성균관대학교
8001,hskeen,63,3,9,486,성균관대학교
8002,sung9600,90,1,9,543,성균관대학교
8003,bongyeob2,56,0,9,581,성균관대학교
8004,hwan3526,141,1,9,505,성균관대학교
8005,chriswpark00,107,2,9,494,성균관대학교
8006,dinodragon,119,1,9,513,성균관대학교
8007,wjdwldus1004,201,1,9,465,성균관대학교
8008,bdh0727,81,1,9,514,성균관대학교
8009,yehsi2000,81,2,9,489,성균관대학교
8010,vivivic98,47,0,9,559,성균관대학교
8011,loggy0323,137,2,9,457,성균관대학교
8012,akdrnsl,56,0,9,549,성균관대학교
8013,damiano99,82,1,9,508,성균관대학교
8014,dudtn3346,137,2,9,452,성균관대학교
8015,dlrjswn179,141,2,9,447,성균관대학교
8016,leeyj1007987,136,2,9,448,성균관대학교
8017,lhm6199,131,2,9,450,성균관대학교
8018,yellow741,60,0,9,528,성균관대학교
8019,icch100,133,2,9,434,성균관대학교
8020,hoyaen441,77,2,9,462,성균관대학교
8021,johnhpark,59,0,9,523,성균관대학교
8022,hots2650,45,0,9,532,성균관대학교
8023,jsk07aa,89,2,9,453,성균관대학교
8024,east1ife,86,1,9,476,성균관대학교
8025,ghd159159,97,1,9,463,성균관대학교
8026,dlwngjs429,63,3,9,407,성균관대학교
8027,cockioh2,129,1,9,441,성균관대학교
8028,deran2016,95,2,9,432,성균관대학교
8029,kimkihong19,127,2,9,415,성균관대학교
8030,qudwlskbj,86,2,9,434,성균관대학교
8031,krchang96,86,1,9,457,성균관대학교
8032,1204jh,108,2,9,418,성균관대학교
8033,stkim6481,195,1,9,407,성균관대학교
8034,jglee6517,100,1,9,446,성균관대학교
8035,khsfun0312,71,0,9,488,성균관대학교
8036,kweonwoo4288,132,2,9,403,성균관대학교
8037,i990831,146,2,9,394,성균관대학교
8038,wooshh_python,87,2,9,420,성균관대학교
8039,libner,124,1,9,418,성균관대학교
8040,cneyang,98,2,9,400,성균관대학교
8041,rlawjdgh4564,61,0,9,472,성균관대학교
8042,seungwookim,67,1,9,442,성균관대학교
8043,wjun0830,71,0,9,453,성균관대학교
8044,krlion,121,2,9,374,성균관대학교
8045,daber7674,101,2,9,380,성균관대학교
8046,haks93,84,1,8,414,성균관대학교
8047,kkkh0315,89,1,8,409,성균관대학교
8048,opacman77,92,1,8,405,성균관대학교
8049,komguma20,86,2,8,380,성균관대학교
8050,hmtyj2,41,0,8,452,성균관대학교
8051,jongrom2,61,2,8,386,성균관대학교
8052,hyuntori,91,1,8,391,성균관대학교
8053,jjms0824,51,0,8,441,성균관대학교
8054,wigkx,151,1,8,362,성균관대학교
8055,pcn04252,37,0,8,449,성균관대학교
8056,docong0120,96,1,8,383,성균관대학교
8057,kira88123,77,1,8,392,성균관대학교
8058,ljwoo98,78,0,8,416,성균관대학교
8059,sjy23520756,80,2,8,346,성균관대학교
8060,lahl0178,114,1,8,351,성균관대학교
8061,itzjamie96,77,1,8,370,성균관대학교
8062,youngerous,74,1,8,372,성균관대학교
8063,2000ysw,93,1,8,356,성균관대학교
8064,zerosur,49,0,8,402,성균관대학교
8065,gkdkvna83,78,1,8,357,성균관대학교
8066,jsyoon4642,60,0,8,394,성균관대학교
8067,chrisjinju,74,1,8,357,성균관대학교
8068,cwg4335,68,2,8,334,성균관대학교
8069,kkadang,114,1,8,332,성균관대학교
8070,nicole2974,46,0,8,396,성균관대학교
8071,scym1112,85,1,8,346,성균관대학교
8072,tkfhdk123,85,1,8,344,성균관대학교
8073,artx01,90,1,8,339,성균관대학교
8074,jhsmile97,89,1,8,337,성균관대학교
8075,hk98121,60,0,8,379,성균관대학교
8076,sinus,42,0,8,391,성균관대학교
8077,dhc,76,2,8,318,성균관대학교
8078,noodles0701,83,2,8,313,성균관대학교
8079,calvin_0420,93,1,8,328,성균관대학교
8080,jmnkim99,56,1,8,346,성균관대학교
8081,jmkjmk123,93,1,8,323,성균관대학교
8082,jinjun123,66,2,8,311,성균관대학교
8083,goginala,41,0,8,375,성균관대학교
8084,hs7491,82,1,8,322,성균관대학교
8085,minjeeyong,86,1,8,318,성균관대학교
8086,sallypr16,114,1,8,303,성균관대학교
8087,chan1031,104,1,8,306,성균관대학교
8088,seralra2,77,1,8,321,성균관대학교
8089,suminkim1317,57,2,7,306,성균관대학교
8090,ehddn6877,87,1,7,310,성균관대학교
8091,seyeon9704,73,1,7,318,성균관대학교
8092,yaup21c,91,1,7,308,성균관대학교
8093,june4587456,104,1,7,298,성균관대학교
8094,leokim1209,92,2,7,278,성균관대학교
8095,csysb1,112,1,7,289,성균관대학교
8096,hedol,73,2,7,285,성균관대학교
8097,parapet,131,1,7,277,성균관대학교
8098,sharki,118,1,7,283,성균관대학교
8099,dwg_nuguri,72,2,7,274,성균관대학교
8100,sangyun0914,102,1,7,278,성균관대학교
8101,highpath,91,1,7,282,성균관대학교
8102,yuneg11,48,0,7,333,성균관대학교
8103,lifelectronics,98,1,7,275,성균관대학교
8104,winnercup,53,2,7,277,성균관대학교
8105,steve305,32,0,7,339,성균관대학교
8106,taeshahn,65,2,7,264,성균관대학교
8107,0208ehdgus,34,0,7,326,성균관대학교
8108,rhdnd6303,97,1,7,261,성균관대학교
8109,alsure,81,1,7,267,성균관대학교
8110,minnie_00,96,1,7,258,성균관대학교
8111,dkanrjt,84,1,7,264,성균관대학교
8112,tachyon2397,89,1,7,259,성균관대학교
8113,sapphire7558,87,1,7,257,성균관대학교
8114,sihohan0413,81,1,7,261,성균관대학교
8115,lwy970327,68,1,7,266,성균관대학교
8116,akindo19,73,1,7,261,성균관대학교
8117,psj97047,56,1,7,269,성균관대학교
8118,baronok,85,1,7,250,성균관대학교
8119,thecoderuns,72,1,7,258,성균관대학교
8120,wlgml0920,29,0,7,302,성균관대학교
8121,joomint99,65,0,7,275,성균관대학교
8122,bsj805,35,0,7,290,성균관대학교
8123,notfound,106,1,7,221,성균관대학교
8124,heojw97,71,1,7,240,성균관대학교
8125,johnnychoi11,65,1,7,243,성균관대학교
8126,kkanwoo,72,1,7,236,성균관대학교
8127,prime18k,42,0,7,281,성균관대학교
8128,ds18hn,84,1,7,228,성균관대학교
8129,qzpm5n,50,2,7,222,성균관대학교
8130,pcw1102,36,0,7,281,성균관대학교
8131,rhgus862,85,1,7,223,성균관대학교
8132,khw2000,79,1,7,226,성균관대학교
8133,alsrb141,63,1,7,235,성균관대학교
8134,bite3123,74,1,7,228,성균관대학교
8135,mjyoo2,47,0,7,269,성균관대학교
8136,msj5531,67,2,7,206,성균관대학교
8137,reagan9,56,1,7,237,성균관대학교
8138,cookiekookie,83,1,6,213,성균관대학교
8139,ljw0103,62,1,6,225,성균관대학교
8140,hwss0612,80,1,6,210,성균관대학교
8141,schnapsidee,61,2,6,196,성균관대학교
8142,qwqw,80,1,6,208,성균관대학교
8143,oobin2,75,1,6,210,성균관대학교
8144,qwon99,61,1,6,214,성균관대학교
8145,sunkim09,49,0,6,246,성균관대학교
8146,bhmoon98,59,1,6,210,성균관대학교
8147,pol4423,72,1,6,202,성균관대학교
8148,whaihong,63,1,6,204,성균관대학교
8149,hhs333,71,1,6,198,성균관대학교
8150,ktu8710,56,1,6,207,성균관대학교
8151,cookies09,71,1,6,196,성균관대학교
8152,dmstjddkd,29,0,6,249,성균관대학교
8153,sut0214,27,0,6,251,성균관대학교
8154,mazayong,47,0,6,234,성균관대학교
8155,srdx_grind,22,0,6,253,성균관대학교
8156,byung803,39,0,6,239,성균관대학교
8157,jun3564,64,1,6,197,성균관대학교
8158,dongu4,22,0,6,245,성균관대학교
8159,acedevil728,23,0,6,243,성균관대학교
8160,mppn98,66,1,6,185,성균관대학교
8161,yd1993,28,0,6,229,성균관대학교
8162,nainjoo2001,45,1,6,191,성균관대학교
8163,3rlaalstn,56,1,6,181,성균관대학교
8164,jhsl777,61,1,6,177,성균관대학교
8165,akim0741,71,1,6,170,성균관대학교
8166,hg9430,55,1,6,180,성균관대학교
8167,kmsbrian,58,1,6,178,성균관대학교
8168,jtw7353,52,0,6,200,성균관대학교
8169,de1030,32,0,6,211,성균관대학교
